ID,Species_reported,Species_accepted,Condition,Temperature,GermSeeds,nSeeds,Growth_form,Distribution,Microhabitat,Dry_mass,Dormancy,Species_acceptedLCVP
16,Tillandsia gardneri,Tillandsia gardneri,Dark,20,16,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,20,18,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,20,10,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,20,15,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,25,20,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,25,17,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,25,18,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,25,18,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,25,17,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,25,18,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,25,18,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,25,18,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,25,18,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,25,17,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,25,17,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,25,17,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,30,17,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,30,19,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,30,17,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,30,17,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,30,17,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,30,18,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,30,18,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,30,16,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,30,17,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,30,17,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,30,17,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,30,17,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,35,14,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,35,15,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,35,16,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,35,15,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,35,14,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Light,35,15,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,35,14,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,35,14,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,35,16,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,35,16,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,35,12,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Tillandsia gardneri,Tillandsia gardneri,Dark,35,14,20,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_gardneri
16,Vriesea bituminosa,Vriesea bituminosa,Light,15,11,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,15,13,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,15,10,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,15,14,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,15,11,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,15,12,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,15,9,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,15,7,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,15,10,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,15,12,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,15,9,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,15,7,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,20,14,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,20,16,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,20,15,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,20,14,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,20,14,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,20,16,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,20,13,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,20,12,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,20,12,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,20,8,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,20,10,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,20,12,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,25,14,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,25,15,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,25,14,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,25,14,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,25,14,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,25,17,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,25,12,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,25,11,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,25,12,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,25,14,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,25,14,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,25,14,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,30,17,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,30,17,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,30,16,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,30,15,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,30,15,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,30,17,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,30,10,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,30,11,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,30,13,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,30,12,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,30,15,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,30,11,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,35,13,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,35,15,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,35,12,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,35,12,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,35,11,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Light,35,14,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,35,11,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,35,12,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,35,13,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,35,13,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,35,10,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea bituminosa,Vriesea bituminosa,Dark,35,13,20,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
16,Vriesea friburgensis,Vriesea friburgensis,Light,15,16,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,15,16,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,15,14,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,15,13,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,15,11,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,15,19,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,15,13,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,15,14,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,15,12,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,15,11,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,15,17,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,15,15,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,20,17,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,20,18,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,20,15,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,20,20,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,20,18,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,20,18,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,20,18,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,20,18,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,20,16,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,20,18,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,20,10,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,20,15,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,25,20,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,25,17,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,25,18,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,25,18,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,25,17,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,25,18,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,25,18,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,25,18,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,25,18,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,25,17,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,25,17,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,25,17,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,30,17,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,30,19,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,30,17,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,30,17,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,30,17,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,30,18,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,30,18,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,30,16,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,30,17,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,30,17,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,30,17,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,30,17,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,35,14,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,35,15,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,35,16,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,35,15,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,35,14,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Light,35,15,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,35,14,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,35,14,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,35,16,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,35,16,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,35,12,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
16,Vriesea friburgensis,Vriesea friburgensis,Dark,35,14,20,Herb,Widespread,Mesic,0.98,ND,Vriesea_friburgensis
19,Vellozia nanuzae,Vellozia nanuzae,Light,25,22,26,Shrub,Restricted,Xeric,0.58,ND,Vellozia_nanuzae
19,Vellozia nanuzae,Vellozia nanuzae,Light,25,21,26,Shrub,Restricted,Xeric,0.58,ND,Vellozia_nanuzae
19,Vellozia nanuzae,Vellozia nanuzae,Light,25,17,25,Shrub,Restricted,Xeric,0.58,ND,Vellozia_nanuzae
19,Vellozia nanuzae,Vellozia nanuzae,Light,25,26,26,Shrub,Restricted,Xeric,0.58,ND,Vellozia_nanuzae
19,Vellozia nanuzae,Vellozia nanuzae,Light,25,22,26,Shrub,Restricted,Xeric,0.58,ND,Vellozia_nanuzae
19,Vellozia resinosa,Vellozia resinosa,Light,25,18,25,Shrub,Restricted,Xeric,0.56,ND,Vellozia_resinosa
19,Vellozia resinosa,Vellozia resinosa,Light,25,21,25,Shrub,Restricted,Xeric,0.56,ND,Vellozia_resinosa
19,Vellozia resinosa,Vellozia resinosa,Light,25,19,27,Shrub,Restricted,Xeric,0.56,ND,Vellozia_resinosa
19,Vellozia resinosa,Vellozia resinosa,Light,25,21,26,Shrub,Restricted,Xeric,0.56,ND,Vellozia_resinosa
19,Vellozia resinosa,Vellozia resinosa,Light,25,25,25,Shrub,Restricted,Xeric,0.56,ND,Vellozia_resinosa
19,Vellozia variabilis,Vellozia variabilis,Light,25,24,25,Shrub,Widespread,Xeric,0.22,ND,Vellozia_alutacea
19,Vellozia variabilis,Vellozia variabilis,Light,25,25,25,Shrub,Widespread,Xeric,0.22,ND,Vellozia_alutacea
19,Vellozia variabilis,Vellozia variabilis,Light,25,21,25,Shrub,Widespread,Xeric,0.22,ND,Vellozia_alutacea
19,Vellozia variabilis,Vellozia variabilis,Light,25,18,25,Shrub,Widespread,Xeric,0.22,ND,Vellozia_alutacea
19,Vellozia variabilis,Vellozia variabilis,Light,25,22,25,Shrub,Widespread,Xeric,0.22,ND,Vellozia_alutacea
19,Xyris pilosa,Xyris pilosa,Light,25,20,20,Herb,Restricted,Mesic,0.04,ND,Xyris_pilosa
19,Xyris pilosa,Xyris pilosa,Light,25,16,20,Herb,Restricted,Mesic,0.04,ND,Xyris_pilosa
19,Xyris pilosa,Xyris pilosa,Light,25,25,25,Herb,Restricted,Mesic,0.04,ND,Xyris_pilosa
19,Xyris pilosa,Xyris pilosa,Light,25,30,32,Herb,Restricted,Mesic,0.04,ND,Xyris_pilosa
19,Xyris pilosa,Xyris pilosa,Light,25,30,33,Herb,Restricted,Mesic,0.04,ND,Xyris_pilosa
19,Vellozia nanuzae,Vellozia nanuzae,Dark,25,0,25,Shrub,Restricted,Xeric,0.58,ND,Vellozia_nanuzae
19,Vellozia nanuzae,Vellozia nanuzae,Dark,25,2,25,Shrub,Restricted,Xeric,0.58,ND,Vellozia_nanuzae
19,Vellozia nanuzae,Vellozia nanuzae,Dark,25,1,26,Shrub,Restricted,Xeric,0.58,ND,Vellozia_nanuzae
19,Vellozia nanuzae,Vellozia nanuzae,Dark,25,0,25,Shrub,Restricted,Xeric,0.58,ND,Vellozia_nanuzae
19,Vellozia nanuzae,Vellozia nanuzae,Dark,25,0,25,Shrub,Restricted,Xeric,0.58,ND,Vellozia_nanuzae
19,Vellozia resinosa,Vellozia resinosa,Dark,25,0,25,Shrub,Restricted,Xeric,0.56,ND,Vellozia_resinosa
19,Vellozia resinosa,Vellozia resinosa,Dark,25,0,25,Shrub,Restricted,Xeric,0.56,ND,Vellozia_resinosa
19,Vellozia resinosa,Vellozia resinosa,Dark,25,0,26,Shrub,Restricted,Xeric,0.56,ND,Vellozia_resinosa
19,Vellozia resinosa,Vellozia resinosa,Dark,25,0,25,Shrub,Restricted,Xeric,0.56,ND,Vellozia_resinosa
19,Vellozia resinosa,Vellozia resinosa,Dark,25,0,25,Shrub,Restricted,Xeric,0.56,ND,Vellozia_resinosa
19,Vellozia variabilis,Vellozia variabilis,Dark,25,0,25,Shrub,Widespread,Xeric,0.22,ND,Vellozia_alutacea
19,Vellozia variabilis,Vellozia variabilis,Dark,25,0,25,Shrub,Widespread,Xeric,0.22,ND,Vellozia_alutacea
19,Vellozia variabilis,Vellozia variabilis,Dark,25,0,27,Shrub,Widespread,Xeric,0.22,ND,Vellozia_alutacea
19,Vellozia variabilis,Vellozia variabilis,Dark,25,1,25,Shrub,Widespread,Xeric,0.22,ND,Vellozia_alutacea
19,Vellozia variabilis,Vellozia variabilis,Dark,25,0,25,Shrub,Widespread,Xeric,0.22,ND,Vellozia_alutacea
19,Xyris pilosa,Xyris pilosa,Dark,25,0,25,Herb,Restricted,Mesic,0.04,ND,Xyris_pilosa
19,Xyris pilosa,Xyris pilosa,Dark,25,0,25,Herb,Restricted,Mesic,0.04,ND,Xyris_pilosa
19,Xyris pilosa,Xyris pilosa,Dark,25,0,26,Herb,Restricted,Mesic,0.04,ND,Xyris_pilosa
19,Xyris pilosa,Xyris pilosa,Dark,25,0,25,Herb,Restricted,Mesic,0.04,ND,Xyris_pilosa
19,Xyris pilosa,Xyris pilosa,Dark,25,0,25,Herb,Restricted,Mesic,0.04,ND,Xyris_pilosa
25,Baccharis retusa,Baccharis retusa,Light,15,23,25,Shrub,Widespread,Xeric,0.44,ND,Baccharis_retusa
25,Baccharis retusa,Baccharis retusa,Light,15,24,25,Shrub,Widespread,Xeric,0.44,ND,Baccharis_retusa
25,Baccharis retusa,Baccharis retusa,Light,15,23,25,Shrub,Widespread,Xeric,0.44,ND,Baccharis_retusa
